연번, 구분,대여소ID,대여소번호,대여소명,거치대수,위도,경도
920,성동구,ST-376,583,583. 청계천 생태교실 앞,20,37.56797,127.04689
921,성동구,ST-373,580,580. 신금호역 3번출구 뒤,6,37.554493,127.02021
922,성동구,ST-108,511,511. 서울숲역 4번 출구 옆,16,37.544582,127.044609
923,성동구,ST-1601,3527,3527. 왕십리 자이아파트,8,37.56179,127.024391
924,성동구,ST-370,569,569. 응봉현대아파트 정류소,10,37.549583,127.030243
925,성동구,ST-247,535,535. 응봉삼거리,16,37.553986,127.033592
926,성동구,ST-111,513,513. 뚝섬역 5번 출구 정류소 옆,13,37.546307,127.049805
927,성동구,ST-1599,3525,3525. 금호스포츠센터앞,15,37.546089,127.02507
928,성동구,ST-368,567,567. 성수역 2번출구 앞,15,37.54459,127.057083
929,성동구,ST-244,530,530. 청계벽산아파트 앞,9,37.568748,127.030403
930,성동구,ST-967,594,594. 중랑물재생센터(서울새활용플라자),15,37.558365,127.056908
931,성북구,ST-1208,1344,1344. 아리랑시네센터 앞,10,37.600288,127.013702
932,성북구,ST-571,1325,1325. 상월곡역 4번출구,10,37.605808,127.047737
933,성북구,ST-1204,1340,1340. 광운초등학교 앞,8,37.61956,127.053802
934,성북구,ST-825,1302,1302. 한성대입구역6번출구 뒤,5,37.588764,127.00631
935,성북구,ST-1201,1337,1337. 돈암성당 옆,10,37.590382,127.017136
936,성북구,ST-563,1318,1318. 길음역 3번출구 뒤,10,37.603085,127.024788
937,성북구,ST-560,1315,1315. 고려사대부속중고 정문,10,37.607761,127.003281
938,성북구,ST-842,1306,1306. 한성대입구역2번출구,10,37.588448,127.006706
939,성북구,ST-1460,1368,1368. 성신여대입구 교차로,10,37.59148,127.020103
940,성북구,ST-1217,1353,1353. 금호어울림센터힐 내,8,37.60083,127.023552
941,성북구,ST-1458,1366,1366. 일신초등학교 옆,10,37.59972,127.040382
942,성북구,ST-1386,1360,1360. 정릉역,10,37.603096,127.013504
943,성북구,ST-1637,1373,1373. 성북구보건소 건너편,8,37.602291,127.038979
944,성북구,ST-1213,1349,1349. 월계2교 버스정류장 앞,10,37.623829,127.050201
945,성북구,ST-1455,1363,1363. 보문4교 인근,15,37.583752,127.02195
946,성북구,ST-1383,1357,1357. 북한산보국문역,20,37.612072,127.008133
947,성북구,ST-1633,1369,1369. 미아사거리,15,37.609131,127.030029
948,성북구,ST-1210,1346,1346. 길음8골어린이공원 옆,15,37.608978,127.020248
949,성북구,ST-1207,1343,1343. 한성대7번출구 앞,10,37.589249,127.007378
950,성북구,ST-827,1308,1308. 안암로터리 버스정류장 앞,18,37.582592,127.028976
951,성북구,ST-1203,1339,1339. 삼성전자서비스 성북센터,9,37.610569,127.033508
952,성북구,ST-1200,1336,1336. 성북3교 위,20,37.591251,127.014008
953,성북구,ST-565,1322,1322. 래미안라센트아파트 103동 앞,10,37.598068,127.039276
954,성북구,ST-562,1316,1316. 고려사대부속중고 건너편 ,20,37.607262,127.002838
955,성북구,ST-655,1321,1321. 국민은행 종암동지점 앞,15,37.593288,127.036667
956,성북구,ST-557,1313,1313. 정릉교회 앞,10,37.603245,127.014191
957,성북구,ST-947,1305,1305. 성북구청,15,37.589329,127.016434
958,성북구,ST-1216,1352,1352. e 편한세상 보문아파트 내,8,37.583881,127.017097
959,성북구,ST-579,1333,1333. 석관초등학교 앞,15,37.610523,127.059799
960,성북구,ST-1457,1365,1365. 선잠단지 앞,15,37.593361,126.999092
961,성북구,ST-1385,1359,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,20,37.619801,127.045097
962,성북구,ST-1317,1354,1354. 고려대학교 2번출구,10,37.590714,127.036194
963,성북구,ST-1636,1372,1372. KEB은행 고대점,15,37.586559,127.03196
964,성북구,ST-1347,1355,1355. 보문2교,20,37.588699,127.018913
965,성북구,ST-1212,1348,1348. 성북제일새마을금고 본점 앞,12,37.604752,127.022758
966,성북구,ST-1454,1362,1362. 보문역6번출구 앞,10,37.585098,127.019676
967,성북구,ST-572,1326,1326. 상월곡역 1번출구,10,37.606068,127.047318
968,성북구,ST-1206,1342,1342. 성북쉼터 앞,15,37.592617,126.997932
969,성북구,ST-931,1303,1303. 돈암초교 입구,10,37.591694,127.012497
970,성북구,ST-826,1304,1304. 만해공원,15,37.594402,126.99231
971,성북구,ST-1202,1338,1338. 용문2교 옆,15,37.586899,127.020752
972,성북구,ST-567,1323,1323. 월곡역 입구 육교 밑,10,37.600433,127.040207
973,성북구,ST-564,1319,1319. 종암사거리 분수대,10,37.603043,127.033272
974,성북구,ST-597,1320,1320. LG베스트샵 종암점,10,37.599285,127.034622
975,성북구,ST-559,1314,1314. 정릉꿈에그린1단지 201동 앞,8,37.60244,127.011688
976,성북구,ST-910,1328,1328. 월곡역 3번출구,10,37.602627,127.041634
977,성북구,ST-846,1317,1317. 정릉동 교통광장,10,37.612774,127.006531
978,성북구,ST-1424,1361,1361. 홍익중고 입구,13,37.592842,127.002121
979,성북구,ST-580,1334,1334. 석관동주민센터 앞,10,37.612999,127.06131
980,성북구,ST-1459,1367,1367. 길음문화복합미디어센터,15,37.603512,127.02256
981,성북구,ST-1215,1351,1351. 안암2교 옆,8,37.579449,127.024193
982,성북구,ST-578,1332,1332. 석계역 5번출구 건너편,10,37.613556,127.066093
983,성북구,ST-1456,1364,1364. 성북동 치안센터 앞,10,37.590172,127.004089
984,성북구,ST-1384,1358,1358. 정릉도서관 앞,7,37.60479,127.010582
985,성북구,ST-1634,1370,1370. 복자사랑 피정의 집,20,37.59454,126.995209
986,성북구,ST-1211,1347,1347. 길음래미안아파트817동 상가 앞,20,37.607105,127.0215
987,성북구,ST-574,1327,1327. 상월곡역 3번출구,10,37.607342,127.050682
988,송파구,ST-1411,1280,1280. 송파파크데일 2단지입구 앞 주차장,20,37.495659,127.157173
989,송파구,ST-933,1221,1221. 삼전사거리 포스코더샵,10,37.5042,127.087532
990,송파구,ST-737,1203,1203. 밀리아나2빌딩 앞,20,37.493729,127.120621
991,송파구,ST-540,1206,1206. 9호선종합운동장역 9번출구,20,37.51128,127.078239
992,송파구,ST-1658,2607,2607. 복정역 2번출구 후문 (장지치안센터),15,37.47065,127.127113
993,송파구,ST-1592,2603,2603. 송파 글마루 도서관,10,37.480801,127.130341
994,송파구,ST-930,1204,1204. 거여역 3번출구,10,37.493343,127.14473
995,송파구,ST-897,1230,1230. 송파중학교 정문,10,37.49567,127.130592
996,송파구,ST-1408,1277,1277. 오금동 송파 참병원,8,37.503757,127.137093
997,송파구,ST-1589,1300,1300. 오륜사거리,15,37.506939,127.139221
998,송파구,ST-894,1226,1226. 잠실4동 주민센터 옆,10,37.520077,127.112366
999,송파구,ST-1585,1296,1296. 석촌호수교차로 (송파나루근린공원 앞),10,37.508678,127.103432
1000,송파구,ST-1580,1291,1291. 서울체육고등학교 앞,10,37.521938,127.131866
1001,송파구,ST-1088,1269,1269. 리센츠아파트 ,10,37.511944,127.091217
1002,송파구,ST-1085,1266,1266. 문정동 글샘 공원,10,37.478809,127.120003
1003,송파구,ST-550,1232,1232. 롯데마트 주차장 옆,10,37.512089,127.096191
1004,송파구,ST-1082,1263,1263. 장지공영차고지,10,37.480541,127.137016
1005,송파구,ST-907,1247,1247. 문정 법조단지11,15,37.478821,127.123512
1006,송파구,ST-839,1212,1212. 송파역 2번 출구앞,10,37.499413,127.112869
1007,송파구,ST-1681,2608,2608. 송파구청,10,37.514359,127.106194
1008,송파구,ST-1079,1260,1260. 방이동 한양3차아파트 옆,8,37.506302,127.121399
1009,송파구,ST-548,1224,1224. 아시아지하보도 2번 출구,15,37.512169,127.078934
1010,송파구,ST-1418,1287,1287. 위례아이파크 101동 맞은편,8,37.477531,127.141518
1011,송파구,ST-1076,1257,1257. 가락시장역 롯데마트앞,20,37.4921,127.117752
1012,송파구,ST-545,1217,1217. 송파파인타운 7단지,15,37.479271,127.129578
1013,송파구,ST-904,1244,1244. 문정 법조단지8,7,37.481537,127.122124
1014,송파구,ST-1414,1283,1283. 오금공원 사거리,8,37.505455,127.131752
1015,송파구,ST-739,1211,1211. 방이삼거리,7,37.512104,127.10778
1016,송파구,ST-542,1209,1209. 잠실나루역 (2번 출구 쪽),20,37.520451,127.104202
1017,송파구,ST-901,1241,1241. 문정 법조단지5,15,37.481239,127.119797
1018,송파구,ST-1410,1279,1279. 마천금호어울림 1차아파트 건너편,10,37.497517,127.154678
1019,송파구,ST-539,1205,1205. 종합운동장역 4번출구,15,37.510429,127.071373
1020,송파구,ST-1657,2606,2606. 위례동주민센터 맞은편 근린공원,10,37.481739,127.143227
1021,송파구,ST-1590,2601,2601. 석촌호수 서호사거리,10,37.506748,127.098831
1022,송파구,ST-896,1228,1228. 마천사거리 ,10,37.4977,127.146202
1023,송파구,ST-1588,1299,1299. 송파소방서 (방이119안전센터),15,37.519878,127.136711
1024,송파구,ST-892,1218,1218. 방이역 4번출구,12,37.508968,127.125839
1025,송파구,ST-1584,1295,1295. 잠실역 8번출구,20,37.513962,127.100304
1026,송파구,ST-1367,1275,1275. 거여초등학교 옆,15,37.504589,127.139366
1027,송파구,ST-1092,1274,1274. 영파여고 앞,20,37.532848,127.121048
1028,송파구,ST-1087,1268,1268. 몽촌토성역 1번출구 옆,15,37.517288,127.114197
1029,송파구,ST-553,1235,1235. 잠실트리지움310동 옆,15,37.508339,127.088142
1030,송파구,ST-1084,1265,1265. 문정동 근린공원,10,37.485989,127.124763
1031,송파구,ST-909,1249,1249. 아주중학교건너편,10,37.505463,127.077347
1032,송파구,ST-840,1231,1231. 잠실역 6번출구,10,37.514088,127.09903
1033,송파구,ST-1422,1289,1289. 풍납동 자전거보관소,10,37.531471,127.111092
1034,송파구,ST-1081,1262,1262. 송파여성문화회관 앞,10,37.505802,127.109718
1035,송파구,ST-838,1201,1201. 가락시장역 3번 출구,10,37.493179,127.118546
1036,송파구,ST-1078,1259,1259. 방이역 1번출구,15,37.508984,127.126595
1037,송파구,ST-547,1222,1222. 잠실새내역 5번 출구 뒤,15,37.511982,127.085052
1038,송파구,ST-906,1246,1246. 문정 법조단지10,30,37.477509,127.126328
1039,송파구,ST-1417,1286,1286. 위례중앙푸르지오 1단지 앞,10,37.474377,127.140671
